Iteration,Squared_error,EstimateRate,EstimateLoss,ActualRate,ActualLoss, Queue
0,0.02551683953262707,1,1,0.1406372542763158,1.1597399121466738,n1
1,0.18560433970721738,0.14182302467105262,0.7289216909591092,0.1406372542763158,1.1597399121466738,n1
2,0.01559750820925983,0.14144633914473684,1.2846298965700047,0.1406372542763158,1.1597399121466738,n1
3,5.534171969199379,0.14151784835526315,-1.1927421747563018,0.1406372542763158,1.1597399121466738,n1
4,0.001266518636092857,0.14014602927631578,1.1241517310173599,0.1406372542763158,1.1597399121466738,n1
5,0.00021480351753952145,0.13977710032894736,1.1450837353757857,0.1406372542763158,1.1597399121466738,n1
6,0.02514610930744476,0.13959184638157893,1.3183151602386909,0.1406372542763158,1.1597399121466738,n1
7,1.782485222057977,0.14072082138157893,2.4948373700342907,0.1406372542763158,1.1597399121466738,n1
8,2.381218683083196,0.14194124407894737,-0.38337987681437635,0.1406372542763158,1.1597399121466738,n1
9,0.24992176057238993,0.14252494309210526,1.6596616665966977,0.1406372542763158,1.1597399121466738,n1
10,0.000861460373908684,0.14198867236842103,1.1890905573509736,0.1406372542763158,1.1597399121466738,n1
11,0.008901189328116297,0.14156358059210525,1.0653937976102696,0.1406372542763158,1.1597399121466738,n1
12,3.3144551630422843,0.14130569407894736,-0.6608246055352138,0.1406372542763158,1.1597399121466738,n1
13,0.003560858750475779,0.14083275888157895,1.2194128436187892,0.1406372542763158,1.1597399121466738,n1
14,0.16873886359263643,0.14144609407894737,1.5705182752485252,0.1406372542763158,1.1597399121466738,n1
15,4.6619265154391,0.14171295460526315,-0.9994095767584135,0.1406372542763158,1.1597399121466738,n1
16,3.9729411953654763,0.14021979638157894,-0.8334839075397849,0.1406372542763158,1.1597399121466738,n1
17,0.0635770558812244,0.14018240361842105,1.4118848226271838,0.1406372542763158,1.1597399121466738,n1
18,1.661451009738497,0.14134692269736843,2.4487127628066467,0.1406372542763158,1.1597399121466738,n1
19,9.938831623859915,0.13872106118421054,-1.9928513432906554,0.1406372542763158,1.1597399121466738,n1
20,10.924198151732423,0.14114067039473685,-2.145437564439481,0.1406372542763158,1.1597399121466738,n1
21,0.31684394685286654,0.1403058144736842,0.5968509827362025,0.1406372542763158,1.1597399121466738,n1
22,4.64070736682327,0.13915006414473685,-0.9944901978516221,0.1406372542763158,1.1597399121466738,n1
23,0.45585732849971217,0.1395449,0.48456783889444566,0.1406372542763158,1.1597399121466738,n1
24,1.1506520459565692,0.13925838815789474,2.232424416535811,0.1406372542763158,1.1597399121466738,n1
25,12.31189578375974,0.14137553388157892,-2.3490912014522323,0.1406372542763158,1.1597399121466738,n1
26,0.5717732818287555,0.14111272763157895,1.9158968282882611,0.1406372542763158,1.1597399121466738,n1
27,14.694778066061463,0.14080213914473685,-2.6736369368027564,0.1406372542763158,1.1597399121466738,n1
28,4.251430583853611,0.13996201348684212,-0.9021598390181618,0.1406372542763158,1.1597399121466738,n1
29,0.003160303915836343,0.1420003095394737,1.1035233317113935,0.1406372542763158,1.1597399121466738,n1
