Iteration,SquaredErrorServiceRate,EstimateServiceRate,ActualServiceRate, squaredErrorServiceLoss, estimatedServiceLoss,trueServiceLoss, Queue
0,0.06354185512832751,1,1.252075098191645,1.0697103792537475,0,1.0342680403327502,n1
1,0.006431049328106238,1.3322689216951185,1.252075098191645,0.481815932249389,1.7283976624130855,1.0342680403327502,n1
2,0.0034345270353795215,1.3106799361777663,1.252075098191645,0.36172219717308546,1.6357014923231474,1.0342680403327502,n1
3,0.0008791981971114792,1.2817263746753225,1.252075098191645,0.5861696576488509,1.7998852146756792,1.0342680403327502,n1
4,0.0010260159616985243,1.2841065821051094,1.252075098191645,0.5752038401843829,1.7926899810652048,1.0342680403327502,n1
5,0.00047782903082915155,1.2739343989771037,1.252075098191645,0.4238923573049799,1.6853382034526554,1.0342680403327502,n1
6,0.0003976272483981366,1.2720156911717482,1.252075098191645,0.43337867012885467,1.6925830638046855,1.0342680403327502,n1
7,0.00042890060021661086,1.272785013696461,1.252075098191645,0.5966784272015253,1.8067176679470855,1.0342680403327502,n1
8,0.00030571015446328943,1.2695596672301799,1.252075098191645,0.611554602052433,1.8162876066176565,1.0342680403327502,n1
9,0.0001896212948245785,1.2658454030112407,1.252075098191645,0.5915795974881859,1.8034101582070647,1.0342680403327502,n1
10,0.00024940880410259463,1.2678677801710492,1.252075098191645,0.43138007764035047,1.691063349116507,1.0342680403327502,n1
11,0.0003075378634356993,1.269611855686567,1.252075098191645,0.3820523745052196,1.6523718944747703,1.0342680403327502,n1
12,0.0002780171113165266,1.2687489433185655,1.252075098191645,0.5057646372219251,1.745439353886612,1.0342680403327502,n1
13,0.0002795954995410659,1.2687962075908765,1.252075098191645,0.4602215538942622,1.7126643506811057,1.0342680403327502,n1
14,0.0003718260869219144,1.2713578907000427,1.252075098191645,0.6097981253013104,1.8151637601963633,1.0342680403327502,n1
15,0.00046175569936845784,1.2735635997533747,1.252075098191645,0.5166495658313672,1.7530514331788616,1.0342680403327502,n1
16,0.00016326164026163155,1.264852486041344,1.252075098191645,0.404420827898218,1.6702089400225075,1.0342680403327502,n1
17,9.687339818179189e-05,1.2619175266613771,1.252075098191645,0.4982833884081771,1.7401599501944351,1.0342680403327502,n1
18,7.365093862439063e-05,1.26065711069597,1.252075098191645,0.5926279491749853,1.8040913636836249,1.0342680403327502,n1
19,3.363748160678649e-05,1.2578748810847185,1.252075098191645,0.5766564186926538,1.793647009420421,1.0342680403327502,n1
20,3.167292349341793e-05,1.257702968436544,1.252075098191645,0.3193354356451355,1.5993657625411621,1.0342680403327502,n1
21,0.00017235734813050266,1.265203591941139,1.252075098191645,0.5696584858760023,1.7890252767180679,1.0342680403327502,n1
22,0.00011991477523670811,1.2630256586903916,1.252075098191645,0.6500954176298441,1.8405529884930418,1.0342680403327502,n1
23,9.234614140182412e-06,1.2551139489843268,1.252075098191645,0.4281247941181574,1.6885804994210343,1.0342680403327502,n1
24,7.766957228651369e-05,1.2608881324186587,1.252075098191645,0.4341477175732699,1.6931669078179432,1.0342680403327502,n1
25,2.5752314800523272e-05,1.2571497720531384,1.252075098191645,0.3917328544720554,1.6601536964010575,1.0342680403327502,n1
26,0.00010169940456855626,1.2621597104582896,1.252075098191645,0.46007900796279855,1.7125592815874184,1.0342680403327502,n1
27,4.455794704166311e-05,1.258750272125084,1.252075098191645,0.6213879661194525,1.8225496943876016,1.0342680403327502,n1
28,8.816469299028278e-05,1.2614647037738984,1.252075098191645,0.3135683562967242,1.5942397863134954,1.0342680403327502,n1
29,0.00023991699802511596,1.2675643524675977,1.252075098191645,0.3728197925442112,1.644857749175121,1.0342680403327502,n1
30,0.00045878538838500565,1.2734943742855052,1.252075098191645,0.5185537057985518,1.7543747725596832,1.0342680403327502,n1
31,0.0003206472638205519,1.2699817244462066,1.252075098191645,0.363097666610405,1.6368438999640542,1.0342680403327502,n1
32,0.0003246221746742595,1.2700923725325175,1.252075098191645,0.5337407467448569,1.7648436673179768,1.0342680403327502,n1
33,0.00033262704217138064,1.2703131639380827,1.252075098191645,0.3929543114139355,1.6611287197615492,1.0342680403327502,n1
34,0.000521336624321639,1.2749078953116135,1.252075098191645,0.4131157377867536,1.6770088417346478,1.0342680403327502,n1
35,0.0005038375193989385,1.274521423489986,1.252075098191645,0.43418612965749853,1.6931960558682095,1.0342680403327502,n1
36,0.000598561588182057,1.2765406165426234,1.252075098191645,0.32727204803018284,1.6063450002168054,1.0342680403327502,n1
37,0.0006006209170816275,1.2765826667589597,1.252075098191645,0.4694535319791306,1.7194348316902492,1.0342680403327502,n1
38,0.0003328797118849476,1.2703200896107976,1.252075098191645,0.5109055050454806,1.7490445823691272,1.0342680403327502,n1
39,0.00022995715436622117,1.2672394364352422,1.252075098191645,0.37449429182752136,1.6462274277331899,1.0342680403327502,n1
40,0.0003677220166627166,1.2712511774745099,1.252075098191645,0.5155969334391781,1.7523188278395798,1.0342680403327502,n1
41,0.0003084327754784797,1.269637352474011,1.252075098191645,0.43181729307872874,1.6913961047758455,1.0342680403327502,n1
42,0.0003330066899943705,1.2703235690863357,1.252075098191645,0.5367424333828174,1.7668951169432296,1.0342680403327502,n1
43,0.0002487235694478785,1.2678460705601415,1.252075098191645,0.5178036238689859,1.7538537710618871,1.0342680403327502,n1
44,0.00025630436101193964,1.2680846066479325,1.252075098191645,0.4590777403357285,1.7118207986739207,1.0342680403327502,n1
45,0.00018192926059274115,1.2655632137232062,1.252075098191645,0.4871526411363448,1.7322312493461944,1.0342680403327502,n1
46,0.00016607019474384685,1.2649619207148215,1.252075098191645,0.4664676663947901,1.7172524225808292,1.0342680403327502,n1
47,9.843927933492147e-05,1.2619967552777835,1.252075098191645,0.5738977910073468,1.7918284610302329,1.0342680403327502,n1
48,0.00015309873770009123,1.2644484056597431,1.252075098191645,0.4092081728846966,1.6739618521557946,1.0342680403327502,n1
49,7.889451600344762e-05,1.2609573566884154,1.252075098191645,0.3541299321853547,1.629356212106778,1.0342680403327502,n1
50,0.00014055755171724768,1.2639307952068883,1.252075098191645,0.5091780761388326,1.7478351893375461,1.0342680403327502,n1
51,5.3572648061585476e-05,1.2593944320453223,1.252075098191645,0.4801231842699532,1.7271772582465785,1.0342680403327502,n1
52,1.9604447032402487e-05,1.2565027891285108,1.252075098191645,0.6514872672325553,1.8414156521315805,1.0342680403327502,n1
53,0.00017152219346760016,1.2651717463684726,1.252075098191645,0.4409469248590437,1.6983063862579262,1.0342680403327502,n1
54,1.4134684296046004e-05,1.2558347104450625,1.252075098191645,0.36557925989601153,1.6388995478611055,1.0342680403327502,n1
55,1.5528267265228924e-05,1.2560156904396744,1.252075098191645,0.5617529854837502,1.7837698652029437,1.0342680403327502,n1
56,2.09438640335934e-05,1.2566515448518383,1.252075098191645,0.40230784873380493,1.6685454628647247,1.0342680403327502,n1
57,3.436784212806631e-05,1.2579375074342745,1.252075098191645,0.36006652934830347,1.6343234788951413,1.0342680403327502,n1
58,2.059752835922242e-05,1.2566135481868772,1.252075098191645,0.5078255926610122,1.746886867379168,1.0342680403327502,n1
59,7.924377157562192e-05,1.2609769952689889,1.252075098191645,0.4615451533554229,1.7136391858455862,1.0342680403327502,n1
60,0.00014742156249384562,1.2642168263426887,1.252075098191645,0.37483130927912295,1.6465027251384405,1.0342680403327502,n1
61,0.0001348429287565806,1.2636872869929254,1.252075098191645,0.3543247403553726,1.629519869691865,1.0342680403327502,n1
62,0.00017833152768708757,1.2654291810012988,1.252075098191645,0.5145848165221318,1.7516137146921429,1.0342680403327502,n1
63,5.522900511151009e-05,1.259506720162084,1.252075098191645,0.6361991600218926,1.831888977885102,1.0342680403327502,n1
64,8.59202939359349e-05,1.2613444182279765,1.252075098191645,0.39896165358423524,1.6659021540285157,1.0342680403327502,n1
65,4.019157807108104e-05,1.258414780996887,1.252075098191645,0.4272464800275216,1.6879089815439947,1.0342680403327502,n1
66,0.00010716421092119225,1.2624271130158806,1.252075098191645,0.5715730612360752,1.7902925513349235,1.0342680403327502,n1
67,0.00014171204233831374,1.2639793849127516,1.252075098191645,0.5921274012775474,1.8037661893087873,1.0342680403327502,n1
68,0.00021764715353119482,1.266827967523785,1.252075098191645,0.5604817033813871,1.7829213001141975,1.0342680403327502,n1
69,0.00025611752245773836,1.2680787703470517,1.252075098191645,0.42454083317545926,1.6858360208040586,1.0342680403327502,n1
70,0.0002739417666833214,1.268626284453763,1.252075098191645,0.5698174661911531,1.7891305882122652,1.0342680403327502,n1
71,0.0002922094085001204,1.2691692319368841,1.252075098191645,0.4161524843577047,1.6793668578465515,1.0342680403327502,n1
72,0.0001489145527138721,1.264278153248223,1.252075098191645,0.6441198817179634,1.8368388357881813,1.0342680403327502,n1
73,0.000285243872201811,1.2689642625345547,1.252075098191645,0.5588128658924505,1.781805909535676,1.0342680403327502,n1
74,0.00029257240732796476,1.2691798462847321,1.252075098191645,0.6156922718772827,1.81892864969025,1.0342680403327502,n1
75,0.0002586738945859585,1.2681584403376656,1.252075098191645,0.48834087023803124,1.7330819427688933,1.0342680403327502,n1
76,0.000171503079893558,1.2651710166357084,1.252075098191645,0.5142446324044876,1.7513765623881554,1.0342680403327502,n1
77,0.0002381179349977866,1.267506168634028,1.252075098191645,0.5346020522620921,1.7654329001708664,1.0342680403327502,n1
78,0.00019660710521599868,1.2660967637566198,1.252075098191645,0.5781085129450866,1.7946025147222038,1.0342680403327502,n1
79,0.00011822909354360679,1.2629484184547297,1.252075098191645,0.540968608999216,1.7697737228391575,1.0342680403327502,n1
80,7.517604944014517e-05,1.260745510490962,1.252075098191645,0.5861398187141046,1.7998657275772354,1.0342680403327502,n1
81,0.00015297005852619872,1.2644432046969352,1.252075098191645,0.43233123167083704,1.6917870375266237,1.0342680403327502,n1
82,9.466118441257212e-05,1.2618044961387214,1.252075098191645,0.4935017951650073,1.7367648696245324,1.0342680403327502,n1
83,0.0002666668363358153,1.2684050350052343,1.252075098191645,0.3937031941882515,1.6617257633613631,1.0342680403327502,n1
84,0.00019811144742841206,1.2661503050259482,1.252075098191645,0.4850040147118282,1.7306903365811028,1.0342680403327502,n1
85,0.00020598849228106183,1.2664273973900684,1.252075098191645,0.3272526021402883,1.6063280040955434,1.0342680403327502,n1
86,0.00019615881522111903,1.2660807690153193,1.252075098191645,0.4260644899372859,1.6870041967828782,1.0342680403327502,n1
87,6.287466405821385e-05,1.2600044527718246,1.252075098191645,0.39670839058215296,1.6641159510081394,1.0342680403327502,n1
88,4.1320445242688825e-05,1.2585031962962705,1.252075098191645,0.3364972048285097,1.6143518315461487,1.0342680403327502,n1
89,1.6173959887253635e-05,1.2560967843911457,1.252075098191645,0.6303931789577502,1.8282410744829978,1.0342680403327502,n1
90,0.00018237768139275855,1.2655798263041529,1.252075098191645,0.35807325638279314,1.6326602665379317,1.0342680403327502,n1
91,0.00013549844006712113,1.2637154779134205,1.252075098191645,0.5757125290130226,1.7930252669955495,1.0342680403327502,n1
92,0.00012657628706125984,1.2633257109332365,1.252075098191645,0.3742794761614728,1.6460518879141266,1.0342680403327502,n1
93,5.295547397816244e-05,1.2593521493786413,1.252075098191645,0.40266335563811734,1.6688256465736,1.0342680403327502,n1
94,4.3779054600927155e-05,1.258691672426166,1.252075098191645,0.3233809806226953,1.6029340061006123,1.0342680403327502,n1
95,4.395077999267791e-05,1.2587046366365655,1.252075098191645,0.36382333418425866,1.6374457373543316,1.0342680403327502,n1
96,2.197022162523776e-05,1.256762338491143,1.252075098191645,0.41579180668332105,1.6790872449810927,1.0342680403327502,n1
